C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_143.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_143.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_143.jpg, 0, 0, 0, 7.825236E-05
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_269.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_269.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_269.jpg, 0, 0.3723645, 0, 0.5971509
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_397.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_397.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_397.jpg, 0, 0, 0, 0.6110016
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_520.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_520.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_520.jpg, 0, 0.3683157, 0, 1.109779
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_654.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_654.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_654.jpg, 0, 0, 0, 1.121118
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_775.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_775.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_775.jpg, 0, 0.3634884, 0, 1.594165
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_17_902.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_17_902.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_17_902.jpg, 0, 0.7411929, 0, 2.668577
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_031.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_031.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_031.jpg, 0, 0.3502278, 0, 3.23453
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_155.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_155.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_155.jpg, -0.3775686, 0, 0, 3.183326
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_282.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_282.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_282.jpg, 0, 0, 0, 3.133411
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_424.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_424.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_424.jpg, 0, 0, 0, 3.08948
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_554.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_554.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_554.jpg, 0, 0.3927384, 0, 3.697983
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_688.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_688.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_688.jpg, 0, 0, 0, 3.661251
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_807.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_807.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_807.jpg, 0, 0, 0, 3.617217
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_18_936.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_18_936.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_18_936.jpg, -0.3844053, 0, 0, 3.535643
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_060.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_060.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_060.jpg, -0.01255712, 0, 0, 3.481528
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_189.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_189.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_189.jpg, 0, 0, 0, 3.432665
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_311.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_311.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_311.jpg, -0.3724281, 0, 0, 3.357508
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_444.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_444.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_444.jpg, 0, 0, 0, 3.305305
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_572.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_572.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_572.jpg, 0, 0, 0, 3.258961
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_713.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_713.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_713.jpg, 0, 0.4212198, 0, 3.914415
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_850.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_850.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_850.jpg, 0, 0.01035357, 0, 3.896297
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_19_969.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_19_969.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_19_969.jpg, -0.3646089, 0, 0, 3.807729
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_114.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_114.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_114.jpg, -0.793902, 0, 0, 3.666054
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_257.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_257.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_257.jpg, -0.365103, 0, 0, 3.619706
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_399.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_399.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_399.jpg, 0, 0, 0, 3.55541
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_531.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_531.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_531.jpg, -0.3850965, 0, 0, 3.468701
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_661.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_661.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_661.jpg, 0, 0, 0, 3.413598
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_779.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_779.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_779.jpg, 0, 0, 0, 3.372534
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_20_902.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_20_902.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_20_902.jpg, 0, 0, 0, 3.331978
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_033.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_033.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_033.jpg, 0, 0.3770997, 0, 3.912438
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_154.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_154.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_154.jpg, 0, 0.7546137, 0, 4.945028
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_283.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_283.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_283.jpg, 0, 0.3685155, 0, 5.437871
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_408.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_408.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_408.jpg, -0.3743937, 0, 0, 5.325244
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_551.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_551.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_551.jpg, -0.8018112, 0, 0, 5.128548
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_681.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_681.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_681.jpg, -0.4035876, 0, 0, 5.078584
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_830.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_830.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_830.jpg, 0, 0, 0, 4.972249
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_21_966.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_21_966.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_21_966.jpg, 0, 0, 0, 4.902381
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_095.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_095.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_095.jpg, -0.3855594, 0, 0, 4.792403
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_234.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_234.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_234.jpg, 0, 0, 0, 4.708531
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_364.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_364.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_364.jpg, 0, 0, 0, 4.651879
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_490.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_490.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_490.jpg, 0, 0.3742644, 0, 5.205123
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_609.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_609.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_609.jpg, 0, 0.730431, 0, 6.184658
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_737.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_737.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_737.jpg, 0, 1, 0, 7.541225
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_862.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_862.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_862.jpg, 0, 1, 0, 8.897638
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_22_998.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_22_998.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_22_998.jpg, 0, 0.5942698, 0, 9.808816
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_122.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_122.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_122.jpg, -0.3760671, 0.2182027, 0, 9.946827
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_260.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_260.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_260.jpg, 0, 0, 0, 9.801936
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_408.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_408.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_408.jpg, 0, 0, 0, 9.644749
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_545.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_545.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_545.jpg, -0.4150056, 0, 0, 9.422049
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_678.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_678.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_678.jpg, -0.02063039, 0, 0, 9.266315
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_815.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_815.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_815.jpg, 0, 0, 0, 9.132669
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_23_954.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_23_954.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_23_954.jpg, -0.4163159, 0, 0, 8.901134
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_081.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_081.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_081.jpg, -0.8015892, 0, 0, 8.62049
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_223.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_223.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_223.jpg, -0.3828738, 0, 0, 8.51998
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_370.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_370.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_370.jpg, -0.8255138, 0, 0, 8.213376
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_502.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_502.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_502.jpg, -1, 0, 0, 8.012482
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_651.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_651.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_651.jpg, -0.5622922, 0, 0, 7.91982
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_789.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_789.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_789.jpg, -0.1417942, 0, 0, 7.788774
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_24_953.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_24_953.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_24_953.jpg, 0, 0.4905216, 0, 8.573608
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_103.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_103.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_103.jpg, 0, 0.0396924, 0, 8.55231
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_247.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_247.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_247.jpg, 0, 0, 0, 8.435345
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_375.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_375.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_375.jpg, 0, 0, 0, 8.317077
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_510.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_510.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_510.jpg, 0, 0, 0, 8.200466
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_649.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_649.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_649.jpg, -0.4130256, 0, 0, 7.989646
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_785.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_785.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_785.jpg, -0.8246382, 0, 0, 7.719648
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_25_917.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_25_917.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_25_917.jpg, -0.4246739, 0, 0, 7.63336
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_26_059.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_26_059.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_26_059.jpg, -0.00325346, 0.4214205, 0, 8.173589
C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\center_2022_02_12_08_03_26_204.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\left_2022_02_12_08_03_26_204.jpg, C:\Storage\Udemy\2_Self_driving_car\udacity_data\IMG\right_2022_02_12_08_03_26_204.jpg, 0, 0, 0, 8.087173
